RelativeTime_s,AbsoluteTimestamp_ISO8601
0,2026-06-30T15:17:09.372000
0.002,2026-06-30T15:17:09.374000
0.004,2026-06-30T15:17:09.376000
0.006,2026-06-30T15:17:09.378000
0.008,2026-06-30T15:17:09.380000
0.01,2026-06-30T15:17:09.382000
0.012,2026-06-30T15:17:09.384000
0.014,2026-06-30T15:17:09.386000
0.016,2026-06-30T15:17:09.388000
0.018,2026-06-30T15:17:09.390000
0.02,2026-06-30T15:17:09.392000
0.022,2026-06-30T15:17:09.394000
0.024,2026-06-30T15:17:09.396000
0.026,2026-06-30T15:17:09.398000
0.028,2026-06-30T15:17:09.400000
0.03,2026-06-30T15:17:09.402000
0.032,2026-06-30T15:17:09.404000
0.034,2026-06-30T15:17:09.406000
0.036,2026-06-30T15:17:09.408000
0.038,2026-06-30T15:17:09.410000
0.04,2026-06-30T15:17:09.412000
0.042,2026-06-30T15:17:09.414000
0.044,2026-06-30T15:17:09.416000
0.046,2026-06-30T15:17:09.418000
0.048,2026-06-30T15:17:09.420000
0.05,2026-06-30T15:17:09.422000
0.052,2026-06-30T15:17:09.424000
0.054,2026-06-30T15:17:09.426000
0.056,2026-06-30T15:17:09.428000
0.058,2026-06-30T15:17:09.430000
0.06,2026-06-30T15:17:09.432000
0.062,2026-06-30T15:17:09.434000
0.064,2026-06-30T15:17:09.436000
0.066,2026-06-30T15:17:09.438000
0.068,2026-06-30T15:17:09.440000
0.07,2026-06-30T15:17:09.442000
0.072,2026-06-30T15:17:09.444000
0.074,2026-06-30T15:17:09.446000
0.076,2026-06-30T15:17:09.448000
0.078,2026-06-30T15:17:09.450000
0.08,2026-06-30T15:17:09.452000
0.082,2026-06-30T15:17:09.454000
0.084,2026-06-30T15:17:09.456000
0.086,2026-06-30T15:17:09.458000
0.088,2026-06-30T15:17:09.460000
0.09,2026-06-30T15:17:09.462000
0.092,2026-06-30T15:17:09.464000
0.094,2026-06-30T15:17:09.466000
0.096,2026-06-30T15:17:09.468000
0.098,2026-06-30T15:17:09.470000
0.1,2026-06-30T15:17:09.472000
0.102,2026-06-30T15:17:09.474000
0.104,2026-06-30T15:17:09.476000
0.106,2026-06-30T15:17:09.478000
0.108,2026-06-30T15:17:09.480000
0.11,2026-06-30T15:17:09.482000
0.112,2026-06-30T15:17:09.484000
0.114,2026-06-30T15:17:09.486000
0.116,2026-06-30T15:17:09.488000
0.118,2026-06-30T15:17:09.490000
0.12,2026-06-30T15:17:09.492000
0.122,2026-06-30T15:17:09.494000
0.124,2026-06-30T15:17:09.496000
0.126,2026-06-30T15:17:09.498000
0.128,2026-06-30T15:17:09.500000
0.13,2026-06-30T15:17:09.502000
0.132,2026-06-30T15:17:09.504000
0.134,2026-06-30T15:17:09.506000
0.136,2026-06-30T15:17:09.508000
0.138,2026-06-30T15:17:09.510000
0.14,2026-06-30T15:17:09.512000
0.142,2026-06-30T15:17:09.514000
0.144,2026-06-30T15:17:09.516000
0.146,2026-06-30T15:17:09.518000
0.148,2026-06-30T15:17:09.520000
0.15,2026-06-30T15:17:09.522000
0.152,2026-06-30T15:17:09.524000
0.154,2026-06-30T15:17:09.526000
0.156,2026-06-30T15:17:09.528000
0.158,2026-06-30T15:17:09.530000
0.16,2026-06-30T15:17:09.532000
0.162,2026-06-30T15:17:09.534000
0.164,2026-06-30T15:17:09.536000
0.166,2026-06-30T15:17:09.538000
0.168,2026-06-30T15:17:09.540000
0.17,2026-06-30T15:17:09.542000
0.172,2026-06-30T15:17:09.544000
0.174,2026-06-30T15:17:09.546000
0.176,2026-06-30T15:17:09.548000
0.178,2026-06-30T15:17:09.550000
0.18,2026-06-30T15:17:09.552000
0.182,2026-06-30T15:17:09.554000
0.184,2026-06-30T15:17:09.556000
0.186,2026-06-30T15:17:09.558000
0.188,2026-06-30T15:17:09.560000
0.19,2026-06-30T15:17:09.562000
0.192,2026-06-30T15:17:09.564000
0.194,2026-06-30T15:17:09.566000
0.196,2026-06-30T15:17:09.568000
0.198,2026-06-30T15:17:09.570000
0.2,2026-06-30T15:17:09.572000
0.202,2026-06-30T15:17:09.574000
0.204,2026-06-30T15:17:09.576000
0.206,2026-06-30T15:17:09.578000
0.208,2026-06-30T15:17:09.580000
0.21,2026-06-30T15:17:09.582000
0.212,2026-06-30T15:17:09.584000
0.214,2026-06-30T15:17:09.586000
0.216,2026-06-30T15:17:09.588000
0.218,2026-06-30T15:17:09.590000
0.22,2026-06-30T15:17:09.592000
0.222,2026-06-30T15:17:09.594000
0.224,2026-06-30T15:17:09.596000
0.226,2026-06-30T15:17:09.598000
0.228,2026-06-30T15:17:09.600000
0.23,2026-06-30T15:17:09.602000
0.232,2026-06-30T15:17:09.604000
0.234,2026-06-30T15:17:09.606000
0.236,2026-06-30T15:17:09.608000
0.238,2026-06-30T15:17:09.610000
0.24,2026-06-30T15:17:09.612000
0.242,2026-06-30T15:17:09.614000
0.244,2026-06-30T15:17:09.616000
0.246,2026-06-30T15:17:09.618000
0.248,2026-06-30T15:17:09.620000
0.25,2026-06-30T15:17:09.622000
0.252,2026-06-30T15:17:09.624000
0.254,2026-06-30T15:17:09.626000
0.256,2026-06-30T15:17:09.628000
0.258,2026-06-30T15:17:09.630000
0.26,2026-06-30T15:17:09.632000
0.262,2026-06-30T15:17:09.634000
0.264,2026-06-30T15:17:09.636000
0.266,2026-06-30T15:17:09.638000
0.268,2026-06-30T15:17:09.640000
0.27,2026-06-30T15:17:09.642000
0.272,2026-06-30T15:17:09.644000
0.274,2026-06-30T15:17:09.646000
0.276,2026-06-30T15:17:09.648000
0.278,2026-06-30T15:17:09.650000
0.28,2026-06-30T15:17:09.652000
0.282,2026-06-30T15:17:09.654000
0.284,2026-06-30T15:17:09.656000
0.286,2026-06-30T15:17:09.658000
0.288,2026-06-30T15:17:09.660000
0.29,2026-06-30T15:17:09.662000
0.292,2026-06-30T15:17:09.664000
0.294,2026-06-30T15:17:09.666000
0.296,2026-06-30T15:17:09.668000
0.298,2026-06-30T15:17:09.670000
0.3,2026-06-30T15:17:09.672000
0.302,2026-06-30T15:17:09.674000
0.304,2026-06-30T15:17:09.676000
0.306,2026-06-30T15:17:09.678000
0.308,2026-06-30T15:17:09.680000
0.31,2026-06-30T15:17:09.682000
0.312,2026-06-30T15:17:09.684000
0.314,2026-06-30T15:17:09.686000
0.316,2026-06-30T15:17:09.688000
0.318,2026-06-30T15:17:09.690000
0.32,2026-06-30T15:17:09.692000
0.322,2026-06-30T15:17:09.694000
0.324,2026-06-30T15:17:09.696000
